class,cap-shape,cap-surface,cap-color,odor,population,habitat
edible,convex,fibrous,gray,none,soletary,woods
poisonous,convex,scaly,brown,pungent,several,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,scaly,yellow,almond,scattered,meadows
edible,flat,fibrous,yellow,almond,several,woods
edible,convex,fibrous,gray,none,soletary,urban
poisonous,convex,smooth,brown,pungent,scattered,urban
edible,convex,scaly,yellow,almond,soletary,paths
edible,flat,scaly,brown,almond,scattered,paths
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,scaly,brown,none,several,woods
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,smooth,white,almond,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,scattered,urban
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,red,none,several,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,scaly,yellow,anise,scattered,paths
edible,convex,fibrous,brown,none,scattered,grasses
edible,bell,smooth,yellow,anise,scattered,grasses
edible,convex,fibrous,white,anise,several,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,scaly,yellow,anise,numerous,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,smooth,yellow,anise,several,woods
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,flat,fibrous,yellow,anise,several,woods
edible,convex,scaly,white,almond,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,scaly,brown,anise,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,several,grasses
edible,convex,smooth,yellow,almond,scattered,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,flat,scaly,yellow,anise,scattered,paths
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,soletary,urban
poisonous,flat,scaly,white,pungent,several,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,scaly,brown,anise,scattered,paths
edible,flat,fibrous,white,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,urban
edible,bell,smooth,yellow,anise,numerous,meadows
edible,flat,fibrous,gray,none,scattered,grasses
edible,bell,smooth,white,anise,numerous,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,bell,scaly,white,anise,numerous,meadows
edible,convex,scaly,white,anise,numerous,meadows
poisonous,flat,scaly,brown,pungent,several,grasses
edible,convex,scaly,yellow,anise,scattered,grasses
edible,sunken,fibrous,brown,none,soletary,urban
edible,convex,scaly,brown,almond,soletary,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,yellow,anise,several,woods
edible,convex,smooth,gray,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,urban
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,convex,scaly,brown,pungent,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,convex,scaly,brown,pungent,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,convex,scaly,white,pungent,several,urban
edible,flat,fibrous,gray,none,abundant,grasses
edible,bell,scaly,yellow,anise,numerous,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,convex,scaly,brown,almond,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,scaly,brown,anise,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,yellow,almond,several,woods
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,bell,smooth,yellow,almond,numerous,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,urban
edible,convex,fibrous,gray,none,abundant,grasses
poisonous,convex,smooth,brown,pungent,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,scaly,white,almond,numerous,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,bell,scaly,yellow,anise,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,flat,scaly,brown,almond,soletary,paths
poisonous,convex,scaly,white,pungent,several,grasses
edible,flat,smooth,gray,none,abundant,grasses
poisonous,convex,scaly,white,pungent,several,grasses
edible,bell,scaly,white,almond,scattered,meadows
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,bell,scaly,white,almond,numerous,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,red,none,several,woods
edible,convex,scaly,yellow,almond,scattered,paths
edible,convex,smooth,white,none,scattered,grasses
edible,bell,smooth,white,almond,numerous,meadows
poisonous,convex,smooth,brown,pungent,several,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,smooth,brown,none,scattered,grasses
edible,bell,smooth,white,almond,numerous,meadows
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,urban
edible,convex,fibrous,gray,none,several,urban
edible,convex,fibrous,gray,none,soletary,urban
edible,bell,scaly,yellow,anise,scattered,meadows
edible,flat,fibrous,brown,none,several,urban
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,scaly,brown,almond,scattered,paths
edible,convex,scaly,brown,anise,soletary,paths
edible,convex,scaly,yellow,anise,soletary,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,scaly,white,almond,numerous,grasses
edible,convex,scaly,white,almond,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,urban
edible,convex,scaly,yellow,anise,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,smooth,yellow,anise,scattered,meadows
edible,convex,fibrous,red,none,several,woods
edible,flat,scaly,brown,anise,scattered,paths
edible,bell,smooth,white,almond,numerous,grasses
poisonous,convex,smooth,brown,pungent,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,bell,scaly,white,almond,numerous,meadows
edible,convex,smooth,white,anise,numerous,grasses
edible,bell,scaly,yellow,anise,scattered,meadows
edible,convex,scaly,white,anise,numerous,grasses
edible,convex,smooth,yellow,almond,numerous,grasses
edible,bell,smooth,white,almond,numerous,grasses
edible,flat,smooth,brown,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,scaly,yellow,almond,soletary,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,scaly,yellow,almond,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,scaly,red,none,several,woods
edible,convex,fibrous,brown,none,abundant,grasses
poisonous,convex,smooth,white,pungent,several,grasses
edible,convex,scaly,brown,none,soletary,woods
edible,convex,fibrous,brown,none,scattered,grasses
poisonous,flat,scaly,white,pungent,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
poisonous,flat,smooth,white,pungent,several,urban
edible,convex,smooth,gray,none,abundant,grasses
poisonous,convex,smooth,white,pungent,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,scaly,gray,none,soletary,woods
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,several,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,grasses
poisonous,flat,scaly,white,pungent,several,grasses
poisonous,flat,scaly,brown,pungent,several,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,white,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,urban
edible,convex,smooth,white,none,scattered,grasses
edible,convex,scaly,red,none,soletary,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,bell,scaly,yellow,almond,numerous,meadows
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
poisonous,convex,scaly,brown,pungent,scattered,urban
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
poisonous,flat,smooth,white,pungent,several,grasses
poisonous,flat,smooth,white,pungent,several,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,scaly,yellow,almond,scattered,paths
edible,flat,smooth,white,none,abundant,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
poisonous,flat,smooth,white,pungent,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,bell,scaly,yellow,anise,numerous,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,bell,smooth,yellow,anise,scattered,meadows
edible,convex,smooth,white,none,scattered,grasses
edible,flat,fibrous,brown,none,soletary,woods
poisonous,convex,smooth,white,pungent,scattered,grasses
edible,flat,fibrous,white,none,scattered,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,bell,smooth,yellow,anise,numerous,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,red,none,soletary,woods
edible,convex,scaly,yellow,almond,numerous,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,flat,fibrous,gray,none,soletary,woods
edible,flat,smooth,white,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,scaly,gray,none,several,woods
edible,convex,scaly,gray,none,several,woods
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,urban
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,fibrous,gray,none,several,woods
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,bell,smooth,yellow,anise,scattered,grasses
poisonous,convex,scaly,brown,pungent,scattered,grasses
poisonous,flat,smooth,brown,pungent,several,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
poisonous,convex,smooth,white,pungent,several,urban
edible,flat,smooth,brown,none,abundant,grasses
poisonous,flat,scaly,white,pungent,several,urban
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,several,woods
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,convex,smooth,white,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
poisonous,flat,scaly,white,pungent,scattered,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,scaly,yellow,almond,soletary,grasses
edible,convex,fibrous,gray,none,soletary,woods
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,gray,none,abundant,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,convex,smooth,white,none,abundant,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,convex,scaly,white,anise,scattered,meadows
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
poisonous,convex,smooth,white,pungent,scattered,urban
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,scaly,brown,anise,scattered,paths
poisonous,flat,scaly,brown,pungent,several,urban
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
poisonous,flat,scaly,white,pungent,scattered,grasses
poisonous,convex,smooth,white,pungent,scattered,urban
poisonous,flat,smooth,brown,pungent,scattered,urban
edible,convex,fibrous,brown,none,soletary,woods
edible,bell,scaly,white,anise,numerous,meadows
poisonous,flat,scaly,white,pungent,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,fibrous,brown,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,scattered,urban
poisonous,flat,scaly,white,pungent,several,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,several,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,urban
edible,convex,fibrous,brown,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,several,grasses
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,brown,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,white,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,smooth,white,almond,several,woods
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,scaly,gray,none,several,woods
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,yellow,almond,several,woods
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,scaly,red,none,soletary,woods
edible,flat,smooth,gray,none,abundant,grasses
poisonous,flat,smooth,white,pungent,several,urban
edible,flat,fibrous,white,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,flat,scaly,yellow,anise,soletary,grasses
poisonous,convex,scaly,brown,pungent,several,urban
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,scattered,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,bell,scaly,yellow,almond,numerous,meadows
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,woods
poisonous,flat,smooth,brown,pungent,scattered,urban
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,fibrous,white,none,abundant,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,convex,scaly,yellow,almond,scattered,meadows
edible,convex,fibrous,white,almond,several,woods
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,scattered,grasses
edible,bell,scaly,yellow,almond,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,scaly,white,anise,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,scaly,brown,none,soletary,woods
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,scaly,yellow,almond,numerous,meadows
edible,convex,smooth,white,none,abundant,grasses
poisonous,flat,scaly,white,pungent,scattered,urban
edible,flat,smooth,white,none,scattered,grasses
poisonous,flat,smooth,white,pungent,scattered,urban
edible,flat,smooth,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
poisonous,convex,smooth,white,pungent,scattered,grasses
edible,convex,smooth,gray,none,abundant,grasses
poisonous,convex,smooth,white,pungent,scattered,urban
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,smooth,white,none,scattered,grasses
poisonous,flat,scaly,white,pungent,several,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,smooth,brown,none,abundant,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,scaly,red,none,soletary,woods
poisonous,flat,smooth,brown,pungent,scattered,urban
edible,flat,fibrous,gray,none,scattered,grasses
edible,convex,scaly,yellow,almond,soletary,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,bell,smooth,white,anise,numerous,meadows
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,scattered,urban
edible,convex,smooth,brown,none,abundant,grasses
edible,bell,scaly,yellow,almond,numerous,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,fibrous,gray,none,abundant,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,bell,scaly,white,anise,numerous,meadows
edible,convex,fibrous,gray,none,several,woods
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,convex,smooth,white,none,abundant,grasses
poisonous,flat,smooth,brown,pungent,several,urban
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,convex,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,convex,smooth,yellow,anise,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,smooth,white,none,scattered,grasses
poisonous,convex,scaly,brown,pungent,several,grasses
edible,flat,fibrous,gray,none,abundant,grasses
poisonous,flat,scaly,brown,pungent,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,flat,smooth,brown,pungent,several,urban
edible,flat,smooth,gray,none,scattered,grasses
poisonous,convex,smooth,white,pungent,several,urban
edible,convex,fibrous,brown,none,several,woods
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,scaly,yellow,almond,scattered,paths
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,white,none,abundant,grasses
edible,convex,fibrous,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,fibrous,gray,none,several,woods
edible,convex,smooth,gray,none,abundant,grasses
edible,flat,smooth,gray,none,scattered,grasses
edible,convex,scaly,brown,anise,scattered,grasses
edible,convex,scaly,gray,none,soletary,woods
edible,flat,smooth,gray,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,smooth,brown,none,abundant,grasses
edible,flat,fibrous,white,none,scattered,grasses
edible,flat,fibrous,brown,none,abundant,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,soletary,woods
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,abundant,grasses
edible,flat,smooth,white,none,abundant,grasses
edible,convex,fibrous,brown,none,soletary,urban
poisonous,flat,smooth,white,pungent,scattered,urban
poisonous,flat,smooth,brown,pungent,several,grasses
edible,convex,fibrous,brown,none,several,woods
edible,convex,smooth,white,none,abundant,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,convex,smooth,brown,none,scattered,grasses
edible,convex,fibrous,brown,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,flat,fibrous,gray,none,abundant,grasses
edible,flat,smooth,brown,none,scattered,grasses
edible,flat,smooth,gray,none,abundant,grasses
edible,convex,fibrous,red,none,several,woods
poisonous,flat,scaly,white,pungent,several,urban
edible,convex,fibrous,brown,none,scattered,grasses
